global_id	node_type	primary_key	name
10798	constructor_standings	9121	
10799	constructor_standings	9122	
10800	constructor_standings	9123	
10801	constructor_standings	9124	
10802	constructor_standings	9125	
10803	constructor_standings	9126	
10804	constructor_standings	9127	
10805	constructor_standings	9128	
10806	constructor_standings	9129	
10807	constructor_standings	9130	
10808	constructor_standings	9131	
10809	constructor_standings	9132	
10810	constructor_standings	9133	
10811	constructor_standings	9134	
10812	constructor_standings	9135	
10813	constructor_standings	9136	
10814	constructor_standings	9137	
10815	constructor_standings	9138	
10816	constructor_standings	9139	
10817	constructor_standings	9140	
10818	constructor_standings	9141	
10819	constructor_standings	9142	
10820	constructor_standings	9143	
10821	constructor_standings	9144	
10822	constructor_standings	9145	
10823	constructor_standings	9146	
10824	constructor_standings	9147	
10825	constructor_standings	9148	
10826	constructor_standings	9149	
10827	constructor_standings	9150	
10828	constructor_standings	9151	
10829	constructor_standings	9152	
10830	constructor_standings	9153	
10831	constructor_standings	9154	
10832	constructor_standings	9155	
10833	constructor_standings	9156	
10834	constructor_standings	9157	
10835	constructor_standings	9158	
10836	constructor_standings	9159	
10837	constructor_standings	9160	
10838	constructor_standings	9161	
10839	constructor_standings	9162	
10840	constructor_standings	9163	
10841	constructor_standings	9164	
10842	constructor_standings	9165	
10843	constructor_standings	9166	
10844	constructor_standings	9167	
10845	constructor_standings	9168	
10846	constructor_standings	9169	
10847	constructor_standings	9170	
10848	constructor_standings	9171	
10849	constructor_standings	9172	
10850	constructor_standings	9173	
10851	constructor_standings	9174	
10852	constructor_standings	9175	
10853	constructor_standings	9176	
10854	constructor_standings	9177	
10855	constructor_standings	9178	
10856	constructor_standings	9179	
10857	constructor_standings	9180	
10858	constructor_standings	9181	
10859	constructor_standings	9182	
10860	constructor_standings	9183	
10861	constructor_standings	9184	
10862	constructor_standings	9185	
10863	constructor_standings	9186	
10864	constructor_standings	9187	
10865	constructor_standings	9188	
10866	constructor_standings	9189	
10867	constructor_standings	9190	
10868	constructor_standings	9191	
10869	constructor_standings	9192	
10870	constructor_standings	9193	
10871	constructor_standings	9194	
10872	constructor_standings	9195	
10873	constructor_standings	9196	
10874	constructor_standings	9197	
10875	constructor_standings	9198	
10876	constructor_standings	9199	
10877	constructor_standings	9200	
10878	constructor_standings	9201	
10879	constructor_standings	9202	
10880	constructor_standings	9203	
10881	constructor_standings	9204	
10882	constructor_standings	9205	
10883	constructor_standings	9206	
10884	constructor_standings	9207	
10885	constructor_standings	9208	
10886	constructor_standings	9209	
10887	constructor_standings	9210	
10888	constructor_standings	9211	
10889	constructor_standings	9212	
10890	constructor_standings	9213	
10891	constructor_standings	9214	
10892	constructor_standings	9215	
10893	constructor_standings	9216	
10894	constructor_standings	9217	
10895	constructor_standings	9218	
10896	constructor_standings	9219	
10897	constructor_standings	9220	
10898	constructor_standings	9221	
10899	constructor_standings	9222	
10900	constructor_standings	9223	
10901	constructor_standings	9224	
10902	constructor_standings	9225	
10903	constructor_standings	9226	
10904	constructor_standings	9227	
10905	constructor_standings	9228	
10906	constructor_standings	9229	
10907	constructor_standings	9230	
10908	constructor_standings	9231	
10909	constructor_standings	9232	
10910	constructor_standings	9233	
10911	constructor_standings	9234	
10912	constructor_standings	9235	
10913	constructor_standings	9236	
10914	constructor_standings	9237	
10915	constructor_standings	9238	
10916	constructor_standings	9239	
10917	constructor_standings	9240	
10918	constructor_standings	9241	
10919	constructor_standings	9242	
10920	constructor_standings	9243	
10921	constructor_standings	9244	
10922	constructor_standings	9245	
10923	constructor_standings	9246	
10924	constructor_standings	9247	
10925	constructor_standings	9248	
10926	constructor_standings	9249	
10927	constructor_standings	9250	
10928	constructor_standings	9251	
10929	constructor_standings	9252	
10930	constructor_standings	9253	
10931	constructor_standings	9254	
10932	constructor_standings	9255	
10933	constructor_standings	9256	
10934	constructor_standings	9257	
10935	constructor_standings	9258	
10936	constructor_standings	9259	
10937	constructor_standings	9260	
10938	constructor_standings	9261	
10939	constructor_standings	9262	
10940	constructor_standings	9263	
10941	constructor_standings	9264	
10942	constructor_standings	9265	
10943	constructor_standings	9266	
10944	constructor_standings	9267	
10945	constructor_standings	9268	
10946	constructor_standings	9269	
10947	constructor_standings	9270	
10948	constructor_standings	9271	
10949	constructor_standings	9272	
10950	constructor_standings	9273	
10951	constructor_standings	9274	
10952	constructor_standings	9275	
10953	constructor_standings	9276	
10954	constructor_standings	9277	
10955	constructor_standings	9278	
10956	constructor_standings	9279	
10957	constructor_standings	9280	
10958	constructor_standings	9281	
10959	constructor_standings	9282	
10960	constructor_standings	9283	
10961	constructor_standings	9284	
10962	constructor_standings	9285	
10963	constructor_standings	9286	
10964	constructor_standings	9287	
10965	constructor_standings	9288	
10966	constructor_standings	9289	
10967	constructor_standings	9290	
10968	constructor_standings	9291	
10969	constructor_standings	9292	
10970	constructor_standings	9293	
10971	constructor_standings	9294	
10972	constructor_standings	9295	
10973	constructor_standings	9296	
10974	constructor_standings	9297	
10975	constructor_standings	9298	
10976	constructor_standings	9299	
10977	constructor_standings	9300	
10978	constructor_standings	9301	
10979	constructor_standings	9302	
10980	constructor_standings	9303	
10981	constructor_standings	9304	
10982	constructor_standings	9305	
10983	constructor_standings	9306	
10984	constructor_standings	9307	
10985	constructor_standings	9308	
10986	constructor_standings	9309	
10987	constructor_standings	9310	
10988	constructor_standings	9311	
10989	constructor_standings	9312	
10990	constructor_standings	9313	
10991	constructor_standings	9314	
10992	constructor_standings	9315	
10993	constructor_standings	9316	
10994	constructor_standings	9317	
10995	constructor_standings	9318	
10996	constructor_standings	9319	
10997	constructor_standings	9320	
10998	constructor_standings	9321	
10999	constructor_standings	9322	
11000	constructor_standings	9323	
11001	constructor_standings	9324	
11002	constructor_standings	9325	
11003	constructor_standings	9326	
11004	constructor_standings	9327	
11005	constructor_standings	9328	
11006	constructor_standings	9329	
11007	constructor_standings	9330	
11008	constructor_standings	9331	
11009	constructor_standings	9332	
11010	constructor_standings	9333	
11011	constructor_standings	9334	
11012	constructor_standings	9335	
11013	constructor_standings	9336	
11014	constructor_standings	9337	
11015	constructor_standings	9338	
11016	constructor_standings	9339	
11017	constructor_standings	9340	
11018	constructor_standings	9341	
11019	constructor_standings	9342	
11020	constructor_standings	9343	
11021	constructor_standings	9344	
11022	constructor_standings	9345	
11023	constructor_standings	9346	
11024	constructor_standings	9347	
11025	constructor_standings	9348	
11026	constructor_standings	9349	
11027	constructor_standings	9350	
11028	constructor_standings	9351	
11029	constructor_standings	9352	
11030	constructor_standings	9353	
11031	constructor_standings	9354	
11032	constructor_standings	9355	
11033	constructor_standings	9356	
11034	constructor_standings	9357	
11035	constructor_standings	9358	
11036	constructor_standings	9359	
11037	constructor_standings	9360	
11038	constructor_standings	9361	
11039	constructor_standings	9362	
11040	constructor_standings	9363	
11041	constructor_standings	9364	
11042	constructor_standings	9365	
11043	constructor_standings	9366	
11044	constructor_standings	9367	
11045	constructor_standings	9368	
11046	constructor_standings	9369	
11047	constructor_standings	9370	
11048	constructor_standings	9371	
11049	constructor_standings	9372	
11050	constructor_standings	9373	
11051	constructor_standings	9374	
11052	constructor_standings	9375	
11053	constructor_standings	9376	
11054	constructor_standings	9377	
11055	constructor_standings	9378	
11056	constructor_standings	9379	
11057	constructor_standings	9380	
11058	constructor_standings	9381	
11059	constructor_standings	9382	
11060	constructor_standings	9383	
11061	constructor_standings	9384	
11062	constructor_standings	9385	
11063	constructor_standings	9386	
11064	constructor_standings	9387	
11065	constructor_standings	9388	
11066	constructor_standings	9389	
11067	constructor_standings	9390	
11068	constructor_standings	9391	
11069	constructor_standings	9392	
11070	constructor_standings	9393	
11071	constructor_standings	9394	
11072	constructor_standings	9395	
11073	constructor_standings	9396	
11074	constructor_standings	9397	
11075	constructor_standings	9398	
11076	constructor_standings	9399	
11077	constructor_standings	9400	
11078	constructor_standings	9401	
11079	constructor_standings	9402	
11080	constructor_standings	9403	
11081	constructor_standings	9404	
11082	constructor_standings	9405	
11083	constructor_standings	9406	
11084	constructor_standings	9407	
11085	constructor_standings	9408	
11086	constructor_standings	9409	
11087	constructor_standings	9410	
11088	constructor_standings	9411	
11089	constructor_standings	9412	
11090	constructor_standings	9413	
11091	constructor_standings	9414	
11092	constructor_standings	9415	
11093	constructor_standings	9416	
11094	constructor_standings	9417	
11095	constructor_standings	9418	
11096	constructor_standings	9419	
11097	constructor_standings	9420	
11098	constructor_standings	9421	
11099	constructor_standings	9422	
11100	constructor_standings	9423	
11101	constructor_standings	9424	
11102	constructor_standings	9425	
11103	constructor_standings	9426	
11104	constructor_standings	9427	
11105	constructor_standings	9428	
11106	constructor_standings	9429	
11107	constructor_standings	9430	
11108	constructor_standings	9431	
11109	constructor_standings	9432	
11110	constructor_standings	9433	
11111	constructor_standings	9434	
11112	constructor_standings	9435	
11113	constructor_standings	9436	
11114	constructor_standings	9437	
11115	constructor_standings	9438	
11116	constructor_standings	9439	
11117	constructor_standings	9440	
11118	constructor_standings	9441	
11119	constructor_standings	9442	
11120	constructor_standings	9443	
11121	constructor_standings	9444	
11122	constructor_standings	9445	
11123	constructor_standings	9446	
11124	constructor_standings	9447	
11125	constructor_standings	9448	
11126	constructor_standings	9449	
11127	constructor_standings	9450	
11128	constructor_standings	9451	
11129	constructor_standings	9452	
11130	constructor_standings	9453	
11131	constructor_standings	9454	
11132	constructor_standings	9455	
11133	constructor_standings	9456	
11134	constructor_standings	9457	
11135	constructor_standings	9458	
11136	constructor_standings	9459	
11137	constructor_standings	9460	
11138	constructor_standings	9461	
11139	constructor_standings	9462	
11140	constructor_standings	9463	
11141	constructor_standings	9464	
11142	constructor_standings	9465	
11143	constructor_standings	9466	
11144	constructor_standings	9467	
11145	constructor_standings	9468	
11146	constructor_standings	9469	
11147	constructor_standings	9470	
11148	constructor_standings	9471	
11149	constructor_standings	9472	
11150	constructor_standings	9473	
11151	constructor_standings	9474	
11152	constructor_standings	9475	
11153	constructor_standings	9476	
11154	constructor_standings	9477	
11155	constructor_standings	9478	
11156	constructor_standings	9479	
11157	constructor_standings	9480	
11158	constructor_standings	9481	
11159	constructor_standings	9482	
11160	constructor_standings	9483	
11161	constructor_standings	9484	
11162	constructor_standings	9485	
11163	constructor_standings	9486	
11164	constructor_standings	9487	
11165	constructor_standings	9488	
11166	constructor_standings	9489	
11167	constructor_standings	9490	
11168	constructor_standings	9491	
11169	constructor_standings	9492	
11170	constructor_standings	9493	
11171	constructor_standings	9494	
11172	constructor_standings	9495	
11173	constructor_standings	9496	
11174	constructor_standings	9497	
11175	constructor_standings	9498	
11176	constructor_standings	9499	
11177	constructor_standings	9500	
11178	constructor_standings	9501	
11179	constructor_standings	9502	
11180	constructor_standings	9503	
11181	constructor_standings	9504	
11182	constructor_standings	9505	
11183	constructor_standings	9506	
11184	constructor_standings	9507	
11185	constructor_standings	9508	
11186	constructor_standings	9509	
11187	constructor_standings	9510	
11188	constructor_standings	9511	
11189	constructor_standings	9512	
11190	constructor_standings	9513	
11191	constructor_standings	9514	
11192	constructor_standings	9515	
11193	constructor_standings	9516	
11194	constructor_standings	9517	
11195	constructor_standings	9518	
11196	constructor_standings	9519	
11197	constructor_standings	9520	
11198	constructor_standings	9521	
11199	constructor_standings	9522	
11200	constructor_standings	9523	
11201	constructor_standings	9524	
11202	constructor_standings	9525	
11203	constructor_standings	9526	
11204	constructor_standings	9527	
11205	constructor_standings	9528	
11206	constructor_standings	9529	
11207	constructor_standings	9530	
11208	constructor_standings	9531	
11209	constructor_standings	9532	
11210	constructor_standings	9533	
11211	constructor_standings	9534	
11212	constructor_standings	9535	
11213	constructor_standings	9536	
11214	constructor_standings	9537	
11215	constructor_standings	9538	
11216	constructor_standings	9539	
11217	constructor_standings	9540	
11218	constructor_standings	9541	
11219	constructor_standings	9542	
11220	constructor_standings	9543	
11221	constructor_standings	9544	
11222	constructor_standings	9545	
11223	constructor_standings	9546	
11224	constructor_standings	9547	
11225	constructor_standings	9548	
11226	constructor_standings	9549	
11227	constructor_standings	9550	
11228	constructor_standings	9551	
11229	constructor_standings	9552	
11230	constructor_standings	9553	
11231	constructor_standings	9554	
11232	constructor_standings	9555	
11233	constructor_standings	9556	
11234	constructor_standings	9557	
11235	constructor_standings	9558	
11236	constructor_standings	9559	
11237	constructor_standings	9560	
11238	constructor_standings	9561	
11239	constructor_standings	9562	
11240	constructor_standings	9563	
11241	constructor_standings	9564	
11242	constructor_standings	9565	
11243	constructor_standings	9566	
11244	constructor_standings	9567	
11245	constructor_standings	9568	
11246	constructor_standings	9569	
11247	constructor_standings	9570	
11248	constructor_standings	9571	
11249	constructor_standings	9572	
11250	constructor_standings	9573	
11251	constructor_standings	9574	
11252	constructor_standings	9575	
11253	constructor_standings	9576	
11254	constructor_standings	9577	
11255	constructor_standings	9578	
11256	constructor_standings	9579	
11257	constructor_standings	9580	
11258	constructor_standings	9581	
11259	constructor_standings	9582	
11260	constructor_standings	9583	
11261	constructor_standings	9584	
11262	constructor_standings	9585	
11263	constructor_standings	9586	
11264	constructor_standings	9587	
11265	constructor_standings	9588	
11266	constructor_standings	9589	
11267	constructor_standings	9590	
11268	constructor_standings	9591	
11269	constructor_standings	9592	
11270	constructor_standings	9593	
11271	constructor_standings	9594	
11272	constructor_standings	9595	
11273	constructor_standings	9596	
11274	constructor_standings	9597	
11275	constructor_standings	9598	
11276	constructor_standings	9599	
11277	constructor_standings	9600	
11278	constructor_standings	9601	
11279	constructor_standings	9602	
11280	constructor_standings	9603	
11281	constructor_standings	9604	
11282	constructor_standings	9605	
11283	constructor_standings	9606	
11284	constructor_standings	9607	
11285	constructor_standings	9608	
11286	constructor_standings	9609	
11287	constructor_standings	9610	
11288	constructor_standings	9611	
11289	constructor_standings	9612	
11290	constructor_standings	9613	
11291	constructor_standings	9614	
11292	constructor_standings	9615	
11293	constructor_standings	9616	
11294	constructor_standings	9617	
11295	constructor_standings	9618	
11296	constructor_standings	9619	
11297	constructor_standings	9620	
11298	constructor_standings	9621	
11299	constructor_standings	9622	
11300	constructor_standings	9623	
11301	constructor_standings	9624	
11302	constructor_standings	9625	
11303	constructor_standings	9626	
11304	constructor_standings	9627	
11305	constructor_standings	9628	
11306	constructor_standings	9629	
11307	constructor_standings	9630	
11308	constructor_standings	9631	
11309	constructor_standings	9632	
11310	constructor_standings	9633	
11311	constructor_standings	9634	
11312	constructor_standings	9635	
11313	constructor_standings	9636	
11314	constructor_standings	9637	
11315	constructor_standings	9638	
11316	constructor_standings	9639	
11317	constructor_standings	9640	
11318	constructor_standings	9641	
11319	constructor_standings	9642	
11320	constructor_standings	9643	
11321	constructor_standings	9644	
11322	constructor_standings	9645	
11323	constructor_standings	9646	
11324	constructor_standings	9647	
11325	constructor_standings	9648	
11326	constructor_standings	9649	
11327	constructor_standings	9650	
11328	constructor_standings	9651	
11329	constructor_standings	9652	
11330	constructor_standings	9653	
11331	constructor_standings	9654	
11332	constructor_standings	9655	
11333	constructor_standings	9656	
11334	constructor_standings	9657	
11335	constructor_standings	9658	
11336	constructor_standings	9659	
11337	constructor_standings	9660	
11338	constructor_standings	9661	
11339	constructor_standings	9662	
11340	constructor_standings	9663	
11341	constructor_standings	9664	
11342	constructor_standings	9665	
11343	constructor_standings	9666	
11344	constructor_standings	9667	
11345	constructor_standings	9668	
11346	constructor_standings	9669	
11347	constructor_standings	9670	
11348	constructor_standings	9671	
11349	constructor_standings	9672	
11350	constructor_standings	9673	
11351	constructor_standings	9674	
11352	constructor_standings	9675	
11353	constructor_standings	9676	
11354	constructor_standings	9677	
11355	constructor_standings	9678	
11356	constructor_standings	9679	
11357	constructor_standings	9680	
11358	constructor_standings	9681	
11359	constructor_standings	9682	
11360	constructor_standings	9683	
11361	constructor_standings	9684	
11362	constructor_standings	9685	
11363	constructor_standings	9686	
11364	constructor_standings	9687	
11365	constructor_standings	9688	
11366	constructor_standings	9689	
11367	constructor_standings	9690	
11368	constructor_standings	9691	
11369	constructor_standings	9692	
11370	constructor_standings	9693	
11371	constructor_standings	9694	
11372	constructor_standings	9695	
11373	constructor_standings	9696	
11374	constructor_standings	9697	
11375	constructor_standings	9698	
11376	constructor_standings	9699	
11377	constructor_standings	9700	
11378	constructor_standings	9701	
11379	constructor_standings	9702	
11380	constructor_standings	9703	
11381	constructor_standings	9704	
11382	constructor_standings	9705	
11383	constructor_standings	9706	
11384	constructor_standings	9707	
11385	constructor_standings	9708	
11386	constructor_standings	9709	
11387	constructor_standings	9710	
11388	constructor_standings	9711	
11389	constructor_standings	9712	
11390	constructor_standings	9713	
11391	constructor_standings	9714	
11392	constructor_standings	9715	
11393	constructor_standings	9716	
11394	constructor_standings	9717	
11395	constructor_standings	9718	
11396	constructor_standings	9719	
11397	constructor_standings	9720	
11398	constructor_standings	9721	
11399	constructor_standings	9722	
11400	constructor_standings	9723	
11401	constructor_standings	9724	
11402	constructor_standings	9725	
11403	constructor_standings	9726	
11404	constructor_standings	9727	
11405	constructor_standings	9728	
11406	constructor_standings	9729	
11407	constructor_standings	9730	
11408	constructor_standings	9731	
11409	constructor_standings	9732	
11410	constructor_standings	9733	
11411	constructor_standings	9734	
11412	constructor_standings	9735	
11413	constructor_standings	9736	
11414	constructor_standings	9737	
11415	constructor_standings	9738	
11416	constructor_standings	9739	
11417	constructor_standings	9740	
11418	constructor_standings	9741	
11419	constructor_standings	9742	
11420	constructor_standings	9743	
11421	constructor_standings	9744	
11422	constructor_standings	9745	
11423	constructor_standings	9746	
11424	constructor_standings	9747	
11425	constructor_standings	9748	
11426	constructor_standings	9749	
11427	constructor_standings	9750	
11428	constructor_standings	9751	
11429	constructor_standings	9752	
11430	constructor_standings	9753	
11431	constructor_standings	9754	
11432	constructor_standings	9755	
11433	constructor_standings	9756	
11434	constructor_standings	9757	
11435	constructor_standings	9758	
11436	constructor_standings	9759	
11437	constructor_standings	9760	
11438	constructor_standings	9761	
11439	constructor_standings	9762	
11440	constructor_standings	9763	
11441	constructor_standings	9764	
11442	constructor_standings	9765	
11443	constructor_standings	9766	
11444	constructor_standings	9767	
11445	constructor_standings	9768	
11446	constructor_standings	9769	
11447	constructor_standings	9770	
11448	constructor_standings	9771	
11449	constructor_standings	9772	
11450	constructor_standings	9773	
11451	constructor_standings	9774	
11452	constructor_standings	9775	
11453	constructor_standings	9776	
11454	constructor_standings	9777	
11455	constructor_standings	9778	
11456	constructor_standings	9779	
11457	constructor_standings	9780	
11458	constructor_standings	9781	
11459	constructor_standings	9782	
11460	constructor_standings	9783	
11461	constructor_standings	9784	
11462	constructor_standings	9785	
11463	constructor_standings	9786	
11464	constructor_standings	9787	
11465	constructor_standings	9788	
11466	constructor_standings	9789	
11467	constructor_standings	9790	
11468	constructor_standings	9791	
11469	constructor_standings	9792	
11470	constructor_standings	9793	
11471	constructor_standings	9794	
11472	constructor_standings	9795	
11473	constructor_standings	9796	
11474	constructor_standings	9797	
11475	constructor_standings	9798	
11476	constructor_standings	9799	
11477	constructor_standings	9800	
11478	constructor_standings	9801	
11479	constructor_standings	9802	
11480	constructor_standings	9803	
11481	constructor_standings	9804	
11482	constructor_standings	9805	
11483	constructor_standings	9806	
11484	constructor_standings	9807	
11485	constructor_standings	9808	
11486	constructor_standings	9809	
11487	constructor_standings	9810	
11488	constructor_standings	9811	
11489	constructor_standings	9812	
11490	constructor_standings	9813	
11491	constructor_standings	9814	
11492	constructor_standings	9815	
11493	constructor_standings	9816	
11494	constructor_standings	9817	
11495	constructor_standings	9818	
11496	constructor_standings	9819	
11497	constructor_standings	9820	
11498	constructor_standings	9821	
11499	constructor_standings	9822	
11500	constructor_standings	9823	
11501	constructor_standings	9824	
11502	constructor_standings	9825	
11503	constructor_standings	9826	
11504	constructor_standings	9827	
11505	constructor_standings	9828	
11506	constructor_standings	9829	
11507	constructor_standings	9830	
11508	constructor_standings	9831	
11509	constructor_standings	9832	
11510	constructor_standings	9833	
11511	constructor_standings	9834	
11512	constructor_standings	9835	
11513	constructor_standings	9836	
11514	constructor_standings	9837	
11515	constructor_standings	9838	
11516	constructor_standings	9839	
11517	constructor_standings	9840	
11518	constructor_standings	9841	
11519	constructor_standings	9842	
11520	constructor_standings	9843	
11521	constructor_standings	9844	
11522	constructor_standings	9845	
11523	constructor_standings	9846	
11524	constructor_standings	9847	
11525	constructor_standings	9848	
11526	constructor_standings	9849	
11527	constructor_standings	9850	
11528	constructor_standings	9851	
11529	constructor_standings	9852	
11530	constructor_standings	9853	
11531	constructor_standings	9854	
11532	constructor_standings	9855	
11533	constructor_standings	9856	
11534	constructor_standings	9857	
11535	constructor_standings	9858	
11536	constructor_standings	9859	
11537	constructor_standings	9860	
11538	constructor_standings	9861	
11539	constructor_standings	9862	
11540	constructor_standings	9863	
11541	constructor_standings	9864	
11542	constructor_standings	9865	
11543	constructor_standings	9866	
11544	constructor_standings	9867	
11545	constructor_standings	9868	
11546	constructor_standings	9869	
11547	constructor_standings	9870	
11548	constructor_standings	9871	
11549	constructor_standings	9872	
11550	constructor_standings	9873	
11551	constructor_standings	9874	
11552	constructor_standings	9875	
11553	constructor_standings	9876	
11554	constructor_standings	9877	
11555	constructor_standings	9878	
11556	constructor_standings	9879	
11557	constructor_standings	9880	
11558	constructor_standings	9881	
11559	constructor_standings	9882	
11560	constructor_standings	9883	
11561	constructor_standings	9884	
11562	constructor_standings	9885	
11563	constructor_standings	9886	
11564	constructor_standings	9887	
11565	constructor_standings	9888	
11566	constructor_standings	9889	
11567	constructor_standings	9890	
11568	constructor_standings	9891	
11569	constructor_standings	9892	
11570	constructor_standings	9893	
11571	constructor_standings	9894	
11572	constructor_standings	9895	
11573	constructor_standings	9896	
11574	constructor_standings	9897	
11575	constructor_standings	9898	
11576	constructor_standings	9899	
11577	constructor_standings	9900	
11578	constructor_standings	9901	
11579	constructor_standings	9902	
11580	constructor_standings	9903	
11581	constructor_standings	9904	
11582	constructor_standings	9905	
11583	constructor_standings	9906	
11584	constructor_standings	9907	
11585	constructor_standings	9908	
11586	constructor_standings	9909	
11587	constructor_standings	9910	
11588	constructor_standings	9911	
11589	constructor_standings	9912	
11590	constructor_standings	9913	
11591	constructor_standings	9914	
11592	constructor_standings	9915	
11593	constructor_standings	9916	
11594	constructor_standings	9917	
11595	constructor_standings	9918	
11596	constructor_standings	9919	
11597	constructor_standings	9920	
11598	constructor_standings	9921	
11599	constructor_standings	9922	
11600	constructor_standings	9923	
11601	constructor_standings	9924	
11602	constructor_standings	9925	
11603	constructor_standings	9926	
11604	constructor_standings	9927	
11605	constructor_standings	9928	
11606	constructor_standings	9929	
11607	constructor_standings	9930	
11608	constructor_standings	9931	
11609	constructor_standings	9932	
11610	constructor_standings	9933	
11611	constructor_standings	9934	
11612	constructor_standings	9935	
11613	constructor_standings	9936	
11614	constructor_standings	9937	
11615	constructor_standings	9938	
11616	constructor_standings	9939	
11617	constructor_standings	9940	
11618	constructor_standings	9941	
11619	constructor_standings	9942	
11620	constructor_standings	9943	
11621	constructor_standings	9944	
11622	constructor_standings	9945	
11623	constructor_standings	9946	
11624	constructor_standings	9947	
11625	constructor_standings	9948	
11626	constructor_standings	9949	
11627	constructor_standings	9950	
11628	constructor_standings	9951	
11629	constructor_standings	9952	
11630	constructor_standings	9953	
11631	constructor_standings	9954	
11632	constructor_standings	9955	
11633	constructor_standings	9956	
11634	constructor_standings	9957	
11635	constructor_standings	9958	
11636	constructor_standings	9959	
11637	constructor_standings	9960	
11638	constructor_standings	9961	
11639	constructor_standings	9962	
11640	constructor_standings	9963	
11641	constructor_standings	9964	
11642	constructor_standings	9965	
11643	constructor_standings	9966	
11644	constructor_standings	9967	
11645	constructor_standings	9968	
11646	constructor_standings	9969	
11647	constructor_standings	9970	
11648	constructor_standings	9971	
11649	constructor_standings	9972	
11650	constructor_standings	9973	
11651	constructor_standings	9974	
11652	constructor_standings	9975	
11653	constructor_standings	9976	
11654	constructor_standings	9977	
11655	constructor_standings	9978	
11656	constructor_standings	9979	
11657	constructor_standings	9980	
11658	constructor_standings	9981	
11659	constructor_standings	9982	
11660	constructor_standings	9983	
11661	constructor_standings	9984	
11662	constructor_standings	9985	
11663	constructor_standings	9986	
11664	constructor_standings	9987	
11665	constructor_standings	9988	
11666	constructor_standings	9989	
11667	constructor_standings	9990	
11668	constructor_standings	9991	
11669	constructor_standings	9992	
11670	constructor_standings	9993	
11671	constructor_standings	9994	
11672	constructor_standings	9995	
11673	constructor_standings	9996	
11674	constructor_standings	9997	
11675	constructor_standings	9998	
11676	constructor_standings	9999	
11677	constructor_standings	10000	
11678	constructor_standings	10001	
11679	constructor_standings	10002	
11680	constructor_standings	10003	
11681	constructor_standings	10004	
11682	constructor_standings	10005	
11683	constructor_standings	10006	
11684	constructor_standings	10007	
11685	constructor_standings	10008	
11686	constructor_standings	10009	
11687	constructor_standings	10010	
11688	constructor_standings	10011	
11689	constructor_standings	10012	
11690	constructor_standings	10013	
11691	constructor_standings	10014	
11692	constructor_standings	10015	
11693	constructor_standings	10016	
11694	constructor_standings	10017	
11695	constructor_standings	10018	
11696	constructor_standings	10019	
11697	constructor_standings	10020	
11698	constructor_standings	10021	
11699	constructor_standings	10022	
11700	constructor_standings	10023	
11701	constructor_standings	10024	
11702	constructor_standings	10025	
11703	constructor_standings	10026	
11704	constructor_standings	10027	
11705	constructor_standings	10028	
11706	constructor_standings	10029	
11707	constructor_standings	10030	
11708	constructor_standings	10031	
11709	constructor_standings	10032	
11710	constructor_standings	10033	
11711	constructor_standings	10034	
11712	constructor_standings	10035	
11713	constructor_standings	10036	
11714	constructor_standings	10037	
11715	constructor_standings	10038	
11716	constructor_standings	10039	
11717	constructor_standings	10040	
11718	constructor_standings	10041	
11719	constructor_standings	10042	
11720	constructor_standings	10043	
11721	constructor_standings	10044	
11722	constructor_standings	10045	
11723	constructor_standings	10046	
11724	constructor_standings	10047	
11725	constructor_standings	10048	
11726	constructor_standings	10049	
11727	constructor_standings	10050	
11728	constructor_standings	10051	
11729	constructor_standings	10052	
11730	constructor_standings	10053	
11731	constructor_standings	10054	
11732	constructor_standings	10055	
11733	constructor_standings	10056	
11734	constructor_standings	10057	
11735	constructor_standings	10058	
11736	constructor_standings	10059	
11737	constructor_standings	10060	
11738	constructor_standings	10061	
11739	constructor_standings	10062	
11740	constructor_standings	10063	
11741	constructor_standings	10064	
11742	constructor_standings	10065	
11743	constructor_standings	10066	
11744	constructor_standings	10067	
11745	constructor_standings	10068	
11746	constructor_standings	10069	
11747	constructor_standings	10070	
11748	constructor_standings	10071	
11749	constructor_standings	10072	
11750	constructor_standings	10073	
11751	constructor_standings	10074	
11752	constructor_standings	10075	
11753	constructor_standings	10076	
11754	constructor_standings	10077	
11755	constructor_standings	10078	
11756	constructor_standings	10079	
11757	constructor_standings	10080	
11758	constructor_standings	10081	
11759	constructor_standings	10082	
11760	constructor_standings	10083	
11761	constructor_standings	10084	
11762	constructor_standings	10085	
11763	constructor_standings	10086	
11764	constructor_standings	10087	
11765	constructor_standings	10088	
11766	constructor_standings	10089	
11767	constructor_standings	10090	
11768	constructor_standings	10091	
11769	constructor_standings	10092	
11770	constructor_standings	10093	
11771	constructor_standings	10094	
11772	constructor_standings	10095	
11773	constructor_standings	10096	
11774	constructor_standings	10097	
11775	constructor_standings	10098	
11776	constructor_standings	10099	
11777	constructor_standings	10100	
11778	constructor_standings	10101	
11779	constructor_standings	10102	
11780	constructor_standings	10103	
11781	constructor_standings	10104	
11782	constructor_standings	10105	
11783	constructor_standings	10106	
11784	constructor_standings	10107	
11785	constructor_standings	10108	
11786	constructor_standings	10109	
11787	constructor_standings	10110	
11788	constructor_standings	10111	
11789	constructor_standings	10112	
11790	constructor_standings	10113	
11791	constructor_standings	10114	
11792	constructor_standings	10115	
11793	constructor_standings	10116	
11794	constructor_standings	10117	
11795	constructor_standings	10118	
